student_id,week,cohort,base_score,score
65,11,Baseline (Traditional),57.5,61.83285633291162
65,12,Baseline (Traditional),60,55.070727550381044
65,13,Baseline (Traditional),62.5,60.794859876349925
65,14,Baseline (Traditional),65,66.062114502589
65,15,Baseline (Traditional),67.5,70.93947592890312
66,1,Baseline (Traditional),32.5,33.51273431700071
66,2,Baseline (Traditional),35,37.578468404851016
66,3,Baseline (Traditional),37.5,31.90555569472563
66,4,Baseline (Traditional),40,37.69328057141119
66,5,Baseline (Traditional),42.5,42.1358121531841
66,6,Baseline (Traditional),45,49.20722225505657
66,7,Baseline (Traditional),47.5,47.4397689312523
66,8,Baseline (Traditional),50,49.00969029438788
66,9,Baseline (Traditional),52.5,52.814080078502876
66,10,Baseline (Traditional),55,50.64982357447204
66,11,Baseline (Traditional),57.5,51.818335904192104
66,12,Baseline (Traditional),60,61.71639926802215
66,13,Baseline (Traditional),62.5,58.86968323763747
66,14,Baseline (Traditional),65,66.15685428693348
66,15,Baseline (Traditional),67.5,62.40131030835781
67,1,Baseline (Traditional),32.5,29.566497171049352
67,2,Baseline (Traditional),35,35.24045569733677
67,3,Baseline (Traditional),37.5,32.94682217477727
67,4,Baseline (Traditional),40,39.348223189256785
67,5,Baseline (Traditional),42.5,43.420992210473166
67,6,Baseline (Traditional),45,51.42110530787189
67,7,Baseline (Traditional),47.5,44.8538245996076
67,8,Baseline (Traditional),50,51.79558574151106
67,9,Baseline (Traditional),52.5,55.31752459170999
67,10,Baseline (Traditional),55,64.32973097897334
67,11,Baseline (Traditional),57.5,64.58225866993456
67,12,Baseline (Traditional),60,63.601508306049624
67,13,Baseline (Traditional),62.5,67.82165351809107
67,14,Baseline (Traditional),65,63.602811543897836
67,15,Baseline (Traditional),67.5,71.74874018585355
68,1,Baseline (Traditional),32.5,30.02018249855635
68,2,Baseline (Traditional),35,37.622450921734504
68,3,Baseline (Traditional),37.5,37.96803339132551
68,4,Baseline (Traditional),40,37.965568501285425
68,5,Baseline (Traditional),42.5,44.132191111905485
68,6,Baseline (Traditional),45,48.42419847341451
68,7,Baseline (Traditional),47.5,50.02896976492413
68,8,Baseline (Traditional),50,45.56567680383446
68,9,Baseline (Traditional),52.5,46.116869329323016
68,10,Baseline (Traditional),55,54.1462932713405
68,11,Baseline (Traditional),57.5,52.62088139562248
68,12,Baseline (Traditional),60,60.04065728758464
68,13,Baseline (Traditional),62.5,62.426116145802496
68,14,Baseline (Traditional),65,62.99694904343489
68,15,Baseline (Traditional),67.5,60.77819720585748
69,1,Baseline (Traditional),32.5,30.686899174913055
69,2,Baseline (Traditional),35,33.27562834906533
69,3,Baseline (Traditional),37.5,30.856097292216774
69,4,Baseline (Traditional),40,42.386744159848945
69,5,Baseline (Traditional),42.5,41.834147616864946
69,6,Baseline (Traditional),45,45.222180970624684
69,7,Baseline (Traditional),47.5,49.890947244861486
69,8,Baseline (Traditional),50,54.64331473826524
69,9,Baseline (Traditional),52.5,47.26582771898421
69,10,Baseline (Traditional),55,64.31135418389992
69,11,Baseline (Traditional),57.5,54.80459237395014
69,12,Baseline (Traditional),60,60.35828655164035
69,13,Baseline (Traditional),62.5,64.6854146636279
69,14,Baseline (Traditional),65,63.09910331028354
69,15,Baseline (Traditional),67.5,71.99607070941411
70,1,Baseline (Traditional),32.5,31.21041786184726
70,2,Baseline (Traditional),35,34.16542239490768
70,3,Baseline (Traditional),37.5,47.15292446272226
70,4,Baseline (Traditional),40,40.17883402645833
70,5,Baseline (Traditional),42.5,44.26431335613604
70,6,Baseline (Traditional),45,36.456328871969745
70,7,Baseline (Traditional),47.5,48.084921888562924
70,8,Baseline (Traditional),50,50.06152266670169
70,9,Baseline (Traditional),52.5,46.45324541206645
70,10,Baseline (Traditional),55,54.02388763486261
70,11,Baseline (Traditional),57.5,53.86862042849608
70,12,Baseline (Traditional),60,56.353053251465134
70,13,Baseline (Traditional),62.5,62.20011248968704
70,14,Baseline (Traditional),65,65.36115401053993
70,15,Baseline (Traditional),67.5,68.45040914905582
71,1,Baseline (Traditional),32.5,37.87635606045475
71,2,Baseline (Traditional),35,32.89837677806224
71,3,Baseline (Traditional),37.5,37.51213425089666
71,4,Baseline (Traditional),40,40.90006510269639
71,5,Baseline (Traditional),42.5,45.67627978505316
71,6,Baseline (Traditional),45,40.442964335726785
71,7,Baseline (Traditional),47.5,47.684538990910376
71,8,Baseline (Traditional),50,50.61408150452288
71,9,Baseline (Traditional),52.5,47.31525538312413
71,10,Baseline (Traditional),55,49.668044451897245
71,11,Baseline (Traditional),57.5,62.53258544928534
71,12,Baseline (Traditional),60,63.05138736548446
71,13,Baseline (Traditional),62.5,60.002311088361004
71,14,Baseline (Traditional),65,66.00539488959274
71,15,Baseline (Traditional),67.5,66.9164833315588
72,1,Baseline (Traditional),32.5,29.412750958639247
72,2,Baseline (Traditional),35,38.32457767548623
72,3,Baseline (Traditional),37.5,34.820591032393146
72,4,Baseline (Traditional),40,40.5647306795866
72,5,Baseline (Traditional),42.5,44.84049264803469
72,6,Baseline (Traditional),45,49.6388358932785
72,7,Baseline (Traditional),47.5,44.83957772493517
72,8,Baseline (Traditional),50,55.35040662904851
72,9,Baseline (Traditional),52.5,60.88549475529547
72,10,Baseline (Traditional),55,55.49132457559884
72,11,Baseline (Traditional),57.5,54.10091871305578
72,12,Baseline (Traditional),60,56.90014377342595
72,13,Baseline (Traditional),62.5,60.28880974270634
72,14,Baseline (Traditional),65,67.07228816270126
72,15,Baseline (Traditional),67.5,73.00800937350888
73,1,Baseline (Traditional),32.5,32.59537408927409
73,2,Baseline (Traditional),35,31.578256449846418
73,3,Baseline (Traditional),37.5,35.44595794424849
73,4,Baseline (Traditional),40,44.60015913285595
73,5,Baseline (Traditional),42.5,36.68976237331125
73,6,Baseline (Traditional),45,44.87114409934578
73,7,Baseline (Traditional),47.5,45.07992280828868
73,8,Baseline (Traditional),50,53.461568758884916
73,9,Baseline (Traditional),52.5,53.85266080215913
73,10,Baseline (Traditional),55,53.843341914560234
73,11,Baseline (Traditional),57.5,50.298350746539114
73,12,Baseline (Traditional),60,60.96722762750271
73,13,Baseline (Traditional),62.5,57.821019509645666
73,14,Baseline (Traditional),65,62.90231057484943
73,15,Baseline (Traditional),67.5,73.63338246536964
74,1,Baseline (Traditional),32.5,39.52700161511322
74,2,Baseline (Traditional),35,39.310310839078994
74,3,Baseline (Traditional),37.5,38.19011428619663
74,4,Baseline (Traditional),40,37.60861893719989
74,5,Baseline (Traditional),42.5,44.436388677333966
74,6,Baseline (Traditional),45,48.34169527988352
74,7,Baseline (Traditional),47.5,51.00059223972113
74,8,Baseline (Traditional),50,44.96822295575474
74,9,Baseline (Traditional),52.5,47.92508929686128
74,10,Baseline (Traditional),55,51.48905303860452
74,11,Baseline (Traditional),57.5,59.09789483646596
74,12,Baseline (Traditional),60,54.44331480529053
74,13,Baseline (Traditional),62.5,65.74558783416202
74,14,Baseline (Traditional),65,59.02225132391725
74,15,Baseline (Traditional),67.5,69.15989701992568
75,1,Baseline (Traditional),32.5,32.09715808074535
75,2,Baseline (Traditional),35,35.3547314309067
75,3,Baseline (Traditional),37.5,45.15664310751342
75,4,Baseline (Traditional),40,39.621656625632816
75,5,Baseline (Traditional),42.5,42.490907896726824
75,6,Baseline (Traditional),45,43.63841662614969
75,7,Baseline (Traditional),47.5,50.54868273070977
75,8,Baseline (Traditional),50,55.60545439449533
75,9,Baseline (Traditional),52.5,48.45427512318035
75,10,Baseline (Traditional),55,56.0639551605167
75,11,Baseline (Traditional),57.5,50.96028734185055
75,12,Baseline (Traditional),60,66.28413846879057
75,13,Baseline (Traditional),62.5,64.38673082622928
75,14,Baseline (Traditional),65,71.08356787770133
75,15,Baseline (Traditional),67.5,65.59626930177667
76,1,Baseline (Traditional),32.5,33.65829181197435
76,2,Baseline (Traditional),35,39.862381944015
76,3,Baseline (Traditional),37.5,39.7415435973118
76,4,Baseline (Traditional),40,43.55339465707883
76,5,Baseline (Traditional),42.5,47.607030556024704
76,6,Baseline (Traditional),45,43.79325859001788
76,7,Baseline (Traditional),47.5,48.03404058068774
76,8,Baseline (Traditional),50,50.32963705838763
76,9,Baseline (Traditional),52.5,50.750005347417705
76,10,Baseline (Traditional),55,46.820938170271205
76,11,Baseline (Traditional),57.5,55.255674328907254
76,12,Baseline (Traditional),60,66.01456677904405
76,13,Baseline (Traditional),62.5,71.71415831611229
76,14,Baseline (Traditional),65,60.99448810185695
76,15,Baseline (Traditional),67.5,64.95374152927549
77,1,Baseline (Traditional),32.5,24.175189480763862
77,2,Baseline (Traditional),35,36.08380133394477
77,3,Baseline (Traditional),37.5,35.45049456146992
77,4,Baseline (Traditional),40,35.113535246367846
77,5,Baseline (Traditional),42.5,41.30894190063971
77,6,Baseline (Traditional),45,41.106427427554465
77,7,Baseline (Traditional),47.5,51.320422029520735
77,8,Baseline (Traditional),50,51.692931490439044
77,9,Baseline (Traditional),52.5,52.92487971077819
77,10,Baseline (Traditional),55,58.666090168096915
77,11,Baseline (Traditional),57.5,59.536980353491764
77,12,Baseline (Traditional),60,50.58157238174412
77,13,Baseline (Traditional),62.5,63.627442051352205
77,14,Baseline (Traditional),65,67.01592987852428
77,15,Baseline (Traditional),67.5,68.79972122237776
78,1,Baseline (Traditional),32.5,30.09295650720816
78,2,Baseline (Traditional),35,35.520790061652804
78,3,Baseline (Traditional),37.5,36.86641484795816
78,4,Baseline (Traditional),40,35.32818513208777
78,5,Baseline (Traditional),42.5,50.368280111178414
78,6,Baseline (Traditional),45,38.739422748987444
78,7,Baseline (Traditional),47.5,44.79728225136115
78,8,Baseline (Traditional),50,54.74497827530156
78,9,Baseline (Traditional),52.5,45.97563763274472
78,10,Baseline (Traditional),55,57.72843795028712
78,11,Baseline (Traditional),57.5,56.21917340984497
78,12,Baseline (Traditional),60,58.586633692192365
78,13,Baseline (Traditional),62.5,54.78929055064233
78,14,Baseline (Traditional),65,62.17248769809128
78,15,Baseline (Traditional),67.5,69.15412131533203
79,1,Baseline (Traditional),32.5,30.88901395124474
79,2,Baseline (Traditional),35,39.83428769195871
79,3,Baseline (Traditional),37.5,37.76503307914499
79,4,Baseline (Traditional),40,39.954126555635916
79,5,Baseline (Traditional),42.5,42.153426833793816
79,6,Baseline (Traditional),45,46.65739872535332
79,7,Baseline (Traditional),47.5,52.64996014259968
79,8,Baseline (Traditional),50,53.413293389998394
79,9,Baseline (Traditional),52.5,55.74699747092614
79,10,Baseline (Traditional),55,61.16727256737799
79,11,Baseline (Traditional),57.5,55.80013020250901
79,12,Baseline (Traditional),60,59.79439643269636
79,13,Baseline (Traditional),62.5,69.95697336237822
79,14,Baseline (Traditional),65,63.04209905963825
79,15,Baseline (Traditional),67.5,70.41462184644979
80,1,Baseline (Traditional),32.5,33.72699766736153
80,2,Baseline (Traditional),35,43.15538759758785
80,3,Baseline (Traditional),37.5,43.89336603652524
80,4,Baseline (Traditional),40,40.957354890283305
80,5,Baseline (Traditional),42.5,44.90471977464528
80,6,Baseline (Traditional),45,33.04798457123481
80,7,Baseline (Traditional),47.5,47.248454400290456
80,8,Baseline (Traditional),50,52.744946184062236
80,9,Baseline (Traditional),52.5,62.34174732907421
80,10,Baseline (Traditional),55,55.51749272375603
80,11,Baseline (Traditional),57.5,60.008500670693095
80,12,Baseline (Traditional),60,60.33569944416013
80,13,Baseline (Traditional),62.5,57.48877926554745
80,14,Baseline (Traditional),65,65.3560204183047
80,15,Baseline (Traditional),67.5,70.01707965696723
81,1,Baseline (Traditional),32.5,33.66842422821238
81,2,Baseline (Traditional),35,37.942937236780054
81,3,Baseline (Traditional),37.5,37.482832868540605
81,4,Baseline (Traditional),40,38.21547772096137
81,5,Baseline (Traditional),42.5,46.55719924720588
81,6,Baseline (Traditional),45,39.83660338556461
81,7,Baseline (Traditional),47.5,50.517652151415106
81,8,Baseline (Traditional),50,50.54380045732174
81,9,Baseline (Traditional),52.5,42.05990086604614
81,10,Baseline (Traditional),55,52.98521232634797
81,11,Baseline (Traditional),57.5,62.67057147406739
81,12,Baseline (Traditional),60,51.70394322149991
81,13,Baseline (Traditional),62.5,68.31501497956661
81,14,Baseline (Traditional),65,70.75599966332457
81,15,Baseline (Traditional),67.5,72.2378820462415
82,1,Baseline (Traditional),32.5,32.221798101467826
82,2,Baseline (Traditional),35,32.76200541186926
82,3,Baseline (Traditional),37.5,31.282851996054625
82,4,Baseline (Traditional),40,39.688087072808905
82,5,Baseline (Traditional),42.5,41.60021057732985
82,6,Baseline (Traditional),45,52.6418897694868
82,7,Baseline (Traditional),47.5,48.54818912524429
82,8,Baseline (Traditional),50,47.87352372617779
82,9,Baseline (Traditional),52.5,56.503002587277734
82,10,Baseline (Traditional),55,58.323012840248516
82,11,Baseline (Traditional),57.5,55.53774473814545
82,12,Baseline (Traditional),60,61.88623285483631
82,13,Baseline (Traditional),62.5,60.01159798799597
82,14,Baseline (Traditional),65,62.2736549413157
82,15,Baseline (Traditional),67.5,63.93889645893929
83,1,Baseline (Traditional),32.5,30.90291026890838
83,2,Baseline (Traditional),35,31.01809620873649
83,3,Baseline (Traditional),37.5,40.84895115310278
83,4,Baseline (Traditional),40,42.625553277593106
83,5,Baseline (Traditional),42.5,42.0307214739831
83,6,Baseline (Traditional),45,51.525381280366034
83,7,Baseline (Traditional),47.5,49.5168136285567
83,8,Baseline (Traditional),50,52.78297707187752
83,9,Baseline (Traditional),52.5,50.923469492633075
83,10,Baseline (Traditional),55,60.67931016865571
83,11,Baseline (Traditional),57.5,57.98452538821508
83,12,Baseline (Traditional),60,58.12174127780612
83,13,Baseline (Traditional),62.5,66.05078640025363
83,14,Baseline (Traditional),65,61.78058627787985
83,15,Baseline (Traditional),67.5,63.201397677508275
84,1,Baseline (Traditional),32.5,37.80842742554482
84,2,Baseline (Traditional),35,38.992272127717754
84,3,Baseline (Traditional),37.5,41.67841522058193
84,4,Baseline (Traditional),40,42.70841564582702
84,5,Baseline (Traditional),42.5,43.313681881617754
84,6,Baseline (Traditional),45,41.20250525211713
84,7,Baseline (Traditional),47.5,45.361085148491505
84,8,Baseline (Traditional),50,49.021053201501395
84,9,Baseline (Traditional),52.5,56.34445557189309
84,10,Baseline (Traditional),55,54.25796950249552
84,11,Baseline (Traditional),57.5,60.21570853276972
84,12,Baseline (Traditional),60,62.409507770375065
84,13,Baseline (Traditional),62.5,61.10962626039929
84,14,Baseline (Traditional),65,59.68610619867201
84,15,Baseline (Traditional),67.5,66.82715517177776
85,1,Baseline (Traditional),32.5,31.05611745292858
85,2,Baseline (Traditional),35,28.61127750581366
85,3,Baseline (Traditional),37.5,36.077358432006385
85,4,Baseline (Traditional),40,45.11026366815191
85,5,Baseline (Traditional),42.5,39.6284911284017
85,6,Baseline (Traditional),45,42.31640657960212
85,7,Baseline (Traditional),47.5,54.48464415130663
85,8,Baseline (Traditional),50,50.346002286171554
85,9,Baseline (Traditional),52.5,45.92988866557469
85,10,Baseline (Traditional),55,50.072138367851146
85,11,Baseline (Traditional),57.5,66.04698003317765
85,12,Baseline (Traditional),60,64.58741638790787
85,13,Baseline (Traditional),62.5,61.809418430644854
85,14,Baseline (Traditional),65,57.164086555534304
85,15,Baseline (Traditional),67.5,59.935836255383684
86,1,Baseline (Traditional),32.5,27.088255847629497
86,2,Baseline (Traditional),35,29.332339065857045
86,3,Baseline (Traditional),37.5,36.1984236377697
86,4,Baseline (Traditional),40,44.77497072765031
86,5,Baseline (Traditional),42.5,40.620717929899335
86,6,Baseline (Traditional),45,41.82081942163019
86,7,Baseline (Traditional),47.5,42.713397191550875
86,8,Baseline (Traditional),50,45.07018449201026
86,9,Baseline (Traditional),52.5,50.80819012205376
86,10,Baseline (Traditional),55,49.92163029995506
86,11,Baseline (Traditional),57.5,64.40285526211514
86,12,Baseline (Traditional),60,58.85480371881623
86,13,Baseline (Traditional),62.5,66.40009912901164
86,14,Baseline (Traditional),65,62.37610164564692
86,15,Baseline (Traditional),67.5,67.79527764471692
87,1,Baseline (Traditional),32.5,28.50572111501332
87,2,Baseline (Traditional),35,31.774439771032256
87,3,Baseline (Traditional),37.5,35.6848732904746
87,4,Baseline (Traditional),40,39.247286050319126
87,5,Baseline (Traditional),42.5,43.23963114792007
87,6,Baseline (Traditional),45,45.65454535597489
87,7,Baseline (Traditional),47.5,50.60052279126577
87,8,Baseline (Traditional),50,46.808732595340814
87,9,Baseline (Traditional),52.5,56.3564231892059
87,10,Baseline (Traditional),55,57.00525820131945
87,11,Baseline (Traditional),57.5,51.35766467600778
87,12,Baseline (Traditional),60,54.738615529249984
87,13,Baseline (Traditional),62.5,68.70274296527741
87,14,Baseline (Traditional),65,65.71165439667459
87,15,Baseline (Traditional),67.5,66.23821674564788
88,1,Baseline (Traditional),32.5,33.498587674702826
88,2,Baseline (Traditional),35,29.70976004203016
88,3,Baseline (Traditional),37.5,36.44645888691637
88,4,Baseline (Traditional),40,42.785328629564916
88,5,Baseline (Traditional),42.5,40.39564359811256
88,6,Baseline (Traditional),45,42.319086049302314
88,7,Baseline (Traditional),47.5,44.37793563691134
88,8,Baseline (Traditional),50,55.67125868436737
88,9,Baseline (Traditional),52.5,54.42271232690648
88,10,Baseline (Traditional),55,49.002004845619354
88,11,Baseline (Traditional),57.5,54.76150902983301
88,12,Baseline (Traditional),60,51.92926837879003
88,13,Baseline (Traditional),62.5,62.57884339154153
88,14,Baseline (Traditional),65,65.99449169823063
88,15,Baseline (Traditional),67.5,66.38529800069895
89,1,Baseline (Traditional),32.5,27.993097282544568
89,2,Baseline (Traditional),35,27.907440919932565
89,3,Baseline (Traditional),37.5,35.28913200403142
89,4,Baseline (Traditional),40,30.621772452849235
89,5,Baseline (Traditional),42.5,46.45498068627757
89,6,Baseline (Traditional),45,42.189119248964126
89,7,Baseline (Traditional),47.5,36.75772903202295
89,8,Baseline (Traditional),50,54.10895953827418
89,9,Baseline (Traditional),52.5,53.851119304462564
89,10,Baseline (Traditional),55,43.97397891941203
89,11,Baseline (Traditional),57.5,56.38424406999172
89,12,Baseline (Traditional),60,55.83698948631502
89,13,Baseline (Traditional),62.5,67.80338418971954
89,14,Baseline (Traditional),65,72.59321769493971
89,15,Baseline (Traditional),67.5,68.07890308719342
90,1,Baseline (Traditional),32.5,36.46219837671402
90,2,Baseline (Traditional),35,40.87016100725349
90,3,Baseline (Traditional),37.5,35.69985799344234
90,4,Baseline (Traditional),40,41.945826202186616
90,5,Baseline (Traditional),42.5,41.50158636284367
90,6,Baseline (Traditional),45,42.58702152801073
90,7,Baseline (Traditional),47.5,48.975995863004854
90,8,Baseline (Traditional),50,48.922636880636745
90,9,Baseline (Traditional),52.5,56.037813804362735
90,10,Baseline (Traditional),55,53.473329480471044
90,11,Baseline (Traditional),57.5,53.4335233365787
90,12,Baseline (Traditional),60,62.01027020390067
90,13,Baseline (Traditional),62.5,65.9959830895715
90,14,Baseline (Traditional),65,58.90281105717734
90,15,Baseline (Traditional),67.5,61.98100015923615
91,1,Baseline (Traditional),32.5,32.90133918796219
91,2,Baseline (Traditional),35,35.51341042454533
91,3,Baseline (Traditional),37.5,35.15704713088625
91,4,Baseline (Traditional),40,45.94108699704341
91,5,Baseline (Traditional),42.5,35.90995529056779
91,6,Baseline (Traditional),45,39.086965906184105
91,7,Baseline (Traditional),47.5,45.961767883994995
91,8,Baseline (Traditional),50,50.67272752655972
91,9,Baseline (Traditional),52.5,47.936425710484656
91,10,Baseline (Traditional),55,59.10739774181267
91,11,Baseline (Traditional),57.5,56.19423687129836
91,12,Baseline (Traditional),60,55.444085415282515
91,13,Baseline (Traditional),62.5,58.46290246060749
91,14,Baseline (Traditional),65,61.36346754976711
91,15,Baseline (Traditional),67.5,69.03090214663288
92,1,Baseline (Traditional),32.5,28.307740177668276
92,2,Baseline (Traditional),35,35.04726315079144
92,3,Baseline (Traditional),37.5,32.354726488986884
92,4,Baseline (Traditional),40,39.9924510833395
92,5,Baseline (Traditional),42.5,43.12589438977657
92,6,Baseline (Traditional),45,50.07587436521716
92,7,Baseline (Traditional),47.5,47.06694586963688
92,8,Baseline (Traditional),50,53.17478383534682
92,9,Baseline (Traditional),52.5,45.51031615929146
92,10,Baseline (Traditional),55,56.307182539908425
92,11,Baseline (Traditional),57.5,57.38842978383421
92,12,Baseline (Traditional),60,65.35415454361514
92,13,Baseline (Traditional),62.5,56.637902341712795
92,14,Baseline (Traditional),65,68.05847910711776
92,15,Baseline (Traditional),67.5,65.85455922285716
93,1,Baseline (Traditional),32.5,32.61313854851827
93,2,Baseline (Traditional),35,34.87875568959174
93,3,Baseline (Traditional),37.5,38.448197223263875
93,4,Baseline (Traditional),40,37.54088102947808
93,5,Baseline (Traditional),42.5,43.66800996329454
93,6,Baseline (Traditional),45,46.55769814659561
93,7,Baseline (Traditional),47.5,46.56112192756117
93,8,Baseline (Traditional),50,48.39644994657862
93,9,Baseline (Traditional),52.5,60.6233401183229
93,10,Baseline (Traditional),55,50.3906123241531
93,11,Baseline (Traditional),57.5,56.432359796630344
93,12,Baseline (Traditional),60,62.34595390791983
93,13,Baseline (Traditional),62.5,63.16057861457472
93,14,Baseline (Traditional),65,70.19144220588406
93,15,Baseline (Traditional),67.5,69.26279884363883
94,1,Baseline (Traditional),32.5,35.40892208657492
94,2,Baseline (Traditional),35,38.81118274139253
94,3,Baseline (Traditional),37.5,31.478758878980912
94,4,Baseline (Traditional),40,39.71011067912171
94,5,Baseline (Traditional),42.5,45.055146594090694
94,6,Baseline (Traditional),45,51.365098543064036
94,7,Baseline (Traditional),47.5,39.68030281553539
94,8,Baseline (Traditional),50,46.044970484982095
94,9,Baseline (Traditional),52.5,56.460470870646915
94,10,Baseline (Traditional),55,58.95371192150241
94,11,Baseline (Traditional),57.5,55.41666847787828
94,12,Baseline (Traditional),60,53.48640455129452
94,13,Baseline (Traditional),62.5,58.58344273940683
94,14,Baseline (Traditional),65,70.84721895352983
94,15,Baseline (Traditional),67.5,58.4820017874942
95,1,Baseline (Traditional),32.5,31.224357097126738
95,2,Baseline (Traditional),35,37.24712066897481
95,3,Baseline (Traditional),37.5,36.97616251631532
95,4,Baseline (Traditional),40,39.84279329211769
95,5,Baseline (Traditional),42.5,48.97799583073509
95,6,Baseline (Traditional),45,43.47235965242085
95,7,Baseline (Traditional),47.5,48.47916708795253
95,8,Baseline (Traditional),50,48.166757186233745
95,9,Baseline (Traditional),52.5,54.52371489861281
95,10,Baseline (Traditional),55,53.42230918050695
95,11,Baseline (Traditional),57.5,58.879424209490466
95,12,Baseline (Traditional),60,59.54512241505062
95,13,Baseline (Traditional),62.5,72.02296145539654
95,14,Baseline (Traditional),65,71.82169086839531
95,15,Baseline (Traditional),67.5,64.9944772431314
96,1,Baseline (Traditional),32.5,30.296684813569605
96,2,Baseline (Traditional),35,29.31544071812557
96,3,Baseline (Traditional),37.5,33.187852333356844
96,4,Baseline (Traditional),40,32.12751670383747
96,5,Baseline (Traditional),42.5,45.08523162030788
96,6,Baseline (Traditional),45,41.14830784610886
96,7,Baseline (Traditional),47.5,46.99769798270763
96,8,Baseline (Traditional),50,57.09395418767565
96,9,Baseline (Traditional),52.5,55.120668199781505
96,10,Baseline (Traditional),55,49.81204619658679
96,11,Baseline (Traditional),57.5,54.1289788380187
96,12,Baseline (Traditional),60,52.589035673356015
96,13,Baseline (Traditional),62.5,57.63623475647371
96,14,Baseline (Traditional),65,70.93880619478676
96,15,Baseline (Traditional),67.5,69.33580671350487
97,1,Baseline (Traditional),32.5,26.97920499015317
97,2,Baseline (Traditional),35,37.4260505656413
97,3,Baseline (Traditional),37.5,40.44864988652487
97,4,Baseline (Traditional),40,35.616185068573614
97,5,Baseline (Traditional),42.5,41.909024708715236
97,6,Baseline (Traditional),45,45.43292554433104
97,7,Baseline (Traditional),47.5,48.858057522341625
97,8,Baseline (Traditional),50,53.19946550470818
97,9,Baseline (Traditional),52.5,54.646453024116745
97,10,Baseline (Traditional),55,55.18053162774832
97,11,Baseline (Traditional),57.5,68.07062882009893
97,12,Baseline (Traditional),60,59.7160831378844
97,13,Baseline (Traditional),62.5,55.57181955069907
97,14,Baseline (Traditional),65,61.250578979154945
97,15,Baseline (Traditional),67.5,65.98006170244726
98,1,Baseline (Traditional),32.5,35.96111839312462
98,2,Baseline (Traditional),35,29.275552287589665
98,3,Baseline (Traditional),37.5,32.05647431420001
98,4,Baseline (Traditional),40,38.85842695433962
98,5,Baseline (Traditional),42.5,44.96081846649195
98,6,Baseline (Traditional),45,48.00395766844824
98,7,Baseline (Traditional),47.5,46.16882546539658
98,8,Baseline (Traditional),50,46.441704194293266
98,9,Baseline (Traditional),52.5,61.285898868731195
98,10,Baseline (Traditional),55,56.830526676155465
98,11,Baseline (Traditional),57.5,57.872790852336585
98,12,Baseline (Traditional),60,62.310737521240654
98,13,Baseline (Traditional),62.5,59.49746999279484
98,14,Baseline (Traditional),65,65.8999709353564
98,15,Baseline (Traditional),67.5,69.38207985930539
99,1,Baseline (Traditional),32.5,29.60473812257579
99,2,Baseline (Traditional),35,33.96514399539146
99,3,Baseline (Traditional),37.5,39.763487449946155
99,4,Baseline (Traditional),40,33.73507363154141
99,5,Baseline (Traditional),42.5,47.091536832270585
99,6,Baseline (Traditional),45,44.24085947272265
99,7,Baseline (Traditional),47.5,45.163031388086075
99,8,Baseline (Traditional),50,46.93022282663105
99,9,Baseline (Traditional),52.5,58.80265124173125
99,10,Baseline (Traditional),55,53.53578847179747
99,11,Baseline (Traditional),57.5,57.67372862710105
99,12,Baseline (Traditional),60,57.589553303860484
99,13,Baseline (Traditional),62.5,58.8139069497643
99,14,Baseline (Traditional),65,67.31778097137077
99,15,Baseline (Traditional),67.5,67.2165516813453
100,1,Baseline (Traditional),32.5,33.235207915998075
100,2,Baseline (Traditional),35,32.28803072375816
100,3,Baseline (Traditional),37.5,41.45392417588971
100,4,Baseline (Traditional),40,42.10916092126404
100,5,Baseline (Traditional),42.5,44.15870656739681
100,6,Baseline (Traditional),45,46.77748150764302
100,7,Baseline (Traditional),47.5,52.38720517854822
100,8,Baseline (Traditional),50,53.17811677412808
100,9,Baseline (Traditional),52.5,50.46780958014239
100,10,Baseline (Traditional),55,56.54548083177503
100,11,Baseline (Traditional),57.5,57.63502660356355
100,12,Baseline (Traditional),60,67.06456290545378
100,13,Baseline (Traditional),62.5,57.27833865312267
100,14,Baseline (Traditional),65,66.05241189494782
100,15,Baseline (Traditional),67.5,64.30170559522904
101,1,Accelerators (Guided AI),32.5,33.940383980580656
101,2,Accelerators (Guided AI),35,34.668250854409195
101,3,Accelerators (Guided AI),37.5,49.730640636152366
101,4,Accelerators (Guided AI),40,53.2538514343938
101,5,Accelerators (Guided AI),42.5,49.81931427847759
101,6,Accelerators (Guided AI),45,56.91762941090964
101,7,Accelerators (Guided AI),47.5,63.851392309104455
101,8,Accelerators (Guided AI),50,63.07007794317415
101,9,Accelerators (Guided AI),52.5,67.38338395780207
101,10,Accelerators (Guided AI),55,79.07322613242577
101,11,Accelerators (Guided AI),57.5,84.970091431552
101,12,Accelerators (Guided AI),60,73.59377260686229
101,13,Accelerators (Guided AI),62.5,93.14254337624735
101,14,Accelerators (Guided AI),65,98.24722573950976
101,15,Accelerators (Guided AI),67.5,100
102,1,Accelerators (Guided AI),32.5,29.011719219771216
102,2,Accelerators (Guided AI),35,32.457186958072235
102,3,Accelerators (Guided AI),37.5,40.51100236832836
102,4,Accelerators (Guided AI),40,42.77867443674989
102,5,Accelerators (Guided AI),42.5,52.098696570381414
102,6,Accelerators (Guided AI),45,53.43624064543987
102,7,Accelerators (Guided AI),47.5,55.8510660045104
102,8,Accelerators (Guided AI),50,59.34349645057489
102,9,Accelerators (Guided AI),52.5,71.67755858779526
102,10,Accelerators (Guided AI),55,76.7764475098844
102,11,Accelerators (Guided AI),57.5,83.41652831913929
